;Agrupacion;;;;;;;;;;;;;;
Id Circuito;APTITUD RENOVADORA;AUTODETERMINACIÓN Y LIBERTAD;AUTONOMISTA;DIGNIDAD POPULAR;FEDERAL;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;FRENTE DE TODOS;JUNTOS POR EL CAMBIO;LA LIBERTAD AVANZA;MOVIMIENTO AL SOCIALISMO;MOVIMIENTO LIBRES DEL SUR;POLÍTICA OBRERA;RENOVADOR FEDERAL;SOCIALISTA AUTÉNTICO;Total general
142;0,000612852;0,009630538;0,001342439;0,000116734;0,00262651;0,033094029;0,086383004;0,720714411;0,135382011;0,001429989;0,002334676;0,001896924;0,000145917;0,004289967;1
143;0,00135318;0,019382313;0,00135318;0,000517392;0,003860543;0,047600096;0,147616015;0,63647218;0,126124333;0,002467563;0,002746159;0,002865558;0,000397994;0,007243493;1
144;0,001324854;0,019342872;0,001766472;0,000441618;0,003003003;0,056350468;0,127097686;0,653418124;0,123918036;0,001678149;0,003886239;0,001413178;0;0,0063593;1
145;0,001457383;0,032720606;0,001645433;0,000611161;0,004231113;0,076818203;0,224672089;0,521649194;0,118283108;0,001880495;0,002679705;0,00357294;0,000282074;0,009496498;1
146;0,001153181;0,028188865;0,001153181;0,000704722;0,004997117;0,074059837;0,245947851;0,496956884;0,125632648;0,002690755;0,003651739;0,005509642;0,000512525;0,008841053;1
147;0,000883642;0,021419483;0,001237099;0,00106037;0,00417079;0,051251237;0,152021773;0,622331401;0,130390216;0,001590556;0,003463877;0,002898346;0,000353457;0,006927753;1
148;0,000814279;0,017165006;0,00140056;0,00055371;0,003485115;0,041788809;0,127646407;0,658914729;0,136114911;0,001237704;0,003289688;0,002279982;0,000195427;0,005113673;1
149;0,000913323;0,014141771;0,001590949;0,000766013;0,002651582;0,035619586;0,116433917;0,66584173;0,150226858;0,001384715;0,003181899;0,001915032;0,000235696;0,00509693;1
150;0,000348048;0,007251001;0,000754104;0,000174024;0,00174024;0,020128778;0,075816463;0,758628691;0,127849643;0,000348048;0,001856256;0,001972272;0,000348048;0,002784384;1
151;0,001112803;0,011215884;0,00122994;0,000556402;0,002986998;0,034350474;0,117312873;0,688093007;0,131310765;0,001317793;0,002928429;0,001727773;0,000263559;0,0055933;1
152;0,000722241;0,015851294;0,001634546;0,000456152;0,004257422;0,041509864;0,138518265;0,664043791;0,12251492;0,001026343;0,003763257;0,000798267;0,000228076;0,004675562;1
153;0,001213932;0,023656115;0,00158745;0,000653656;0,004762349;0,061288013;0,191490024;0,578703271;0,121579979;0,001400691;0,004108694;0,002988141;0,000249012;0,006318673;1
154;0,001122965;0,023722628;0,002217855;0,000617631;0,004716451;0,064710837;0,218444694;0,548203257;0,120241437;0,001880966;0,003593487;0,00286356;0,000364964;0,00729927;1
155;0,001823672;0,024843792;0,002182427;0,000747406;0,004334958;0,060659511;0,230320787;0,518999073;0,139286675;0,003228796;0,003796825;0,003288589;0,000209274;0,006278215;1
156;0,00200654;0,028537455;0,001337693;0,000668847;0,005350773;0,082862663;0,269396552;0,468564209;0,120466706;0,003492866;0,00401308;0,004681926;0,000445898;0,008174792;1
157;0,001931196;0,027261295;0,002290488;0,000673673;0,004401329;0,08160424;0,264708524;0,473502201;0,124180365;0,002559957;0,003682745;0,004446241;0,000359292;0,008398455;1
158;0,00184086;0,044143061;0,00184086;0,00078894;0,003343602;0,0838906;0,266699226;0,465699902;0,113006236;0,001953565;0,003719288;0,004545796;0,000488391;0,008039672;1
159;0,002409341;0,043491691;0,001976895;0,000864892;0,004200902;0,081361586;0,285723111;0,440785816;0,117748811;0,003583122;0,004015568;0,005436461;0,000741336;0,007660468;1
160;0,002143285;0,048854288;0,002174804;0,000661897;0,004475683;0,081161156;0,256973556;0,467551297;0,117628518;0,002899738;0,00343556;0,004885429;0,000346708;0,006808081;1
161;0,001701173;0,046366006;0,002352686;0,000796294;0,003800492;0,081294339;0,279499059;0,440169393;0,123606486;0,002316491;0,004850152;0,005718836;0,000687708;0,006840886;1
162;0,002217395;0,034618518;0,001810119;0,001448095;0,006290162;0,084306272;0,320028962;0,386188795;0,141777536;0,003846502;0,00443479;0,007014209;0,000678794;0,00533985;1
163;0,002762929;0,03291489;0,001321401;0,001081146;0,004384648;0,09105652;0,337798066;0,388611929;0,11988708;0,003784011;0,005345666;0,004684966;0,001081146;0,005285603;1
164;0,001926423;0,029952772;0,002299279;0,000745712;0,004847129;0,087559036;0,298719861;0,433383047;0,118754661;0,002299279;0,004039274;0,006897837;0,001242854;0,007332836;1
165;0,002071429;0,032964286;0,001857143;0,000857143;0,005321429;0,07575;0,257428571;0,474964286;0,127678571;0,0035;0,005607143;0,004178571;0,000428571;0,007392857;1
166;0,001223242;0,032896461;0,001660114;0,000961118;0,005679336;0,083486239;0,290519878;0,429750983;0,133595457;0,002664919;0,00467453;0,005591962;0,000742682;0,00655308;1
167;0,001075637;0,030900112;0,002395737;0,000635604;0,00435144;0,071187601;0,252823547;0,478951743;0,13553024;0,002982448;0,004742581;0,004987043;0,000244463;0,009191806;1
